Beatmap,SR
4457404 | Idol x Bling-Bang-Bang-Born (CosmicMashups Mashup) (Short Ver.) [Hard],3.5792
3915579 | Like a Whirlwind [Hard],3.5787
2541097 | Maboroshi [Hard],3.5785
3178845 | Love Chance!! [ADVANCED],3.5782
3935475 | one of a kind [Nabi's Hard],3.5782
1242636 | Arakajime Ushinawareta Bokura no Ballad [Hard],3.5781
2573943 | Seishun Mode! Mou Ikkai!! [FAMoss' Youth!!],3.5780
1872097 | Hang out!!! [Hard],3.5778
2627951 | SAIKYO STRONGER [PRESENT],3.5773
803858 | Anemone -TV MIX- [victorica's 4K Insane],3.5771
4339222 | Sayonara wa Iwanaide sa (feat. KAFU) [Hard],3.5769
3786618 | Sunset March [DH's Hard],3.5768
394372 | STRIKE THE BLOOD [Arcwin's 4K MX],3.5765
4529123 | Don't Let Go [Hard],3.5765
464929 | Enmei Chiryou [Combi's 4K MX],3.5762
2588486 | Vitality (t+pazolite Remix) [Advanced],3.5753
3304694 | Say It Back [Shout | Hard],3.5753
3706581 | quasar [Hyper],3.5749
3684879 | Deneb to Spica (TV Size) [Hard],3.5746
4284892 | Deorbit [Advanced],3.5746
1770560 | Coldlapse [ADVANCED],3.5745
4077218 | Ciel etoile [Hoshizora],3.5745
4340994 | Baka Mitai (Cut Ver.) [Hyper],3.5744
4276752 | You Suck At Love (Sped Up & Cut Ver.) [Insane // Game is Over],3.5742
1488931 | Bon Appetit S (TV Size) [Insane],3.5735
4845046 | Gyumu! (TV Size) [Hard],3.5735
4120203 | Gradation feat. Kitazawa Yuuho (TV Size) [Lv999],3.5734
4099983 | BEAUTIFUL SKY (TV Size) [Stelar's Hard],3.5733
756698 | Rakuen made [Shici's MX],3.5731
4356517 | Ace (TV Size) [Hard],3.5730
4578950 | Blossom [ADVANCED],3.5726
3864888 | S.M.L* (TV Size) [Hyper],3.5722
1027188 | NAVILLERA [Insane],3.5721
1606809 | WINDRAMMER STYLE [Hard],3.5718
1845377 | Final Letter [-Mystic's ADVANCED],3.5717
4273226 | Summer Dawn [eZmmR's Hard],3.5717
4645307 | Cari Jodoh (Cut Ver.) [Revv Nyari Jodoh // Insane],3.5716
3035537 | FORViDDEN ENERZY -Fataldoze- [Hytex's Hard],3.5714
4063520 | Just Leave Me Alone [Insane],3.5714
4098874 | Tooryanse ~ Kanbi Fuurai [Nabi's Hard],3.5713
3535273 | Jenny [Hard],3.5708
1330311 | Piano Beatmap Set [Turkish March - 4K EX],3.5703
3143202 | Elemental Creation (kamome sano Remix) [Rhezie's ADVANCED],3.5703
3652827 | Love-Evidence (TV Size) [x^2-|x|*y+y^2=1 [Insane]],3.5701
4834906 | APT. [SYA'S HARD.],3.5697
2585335 | #NULL!*Peta (TV Size) [Fapu's Hard],3.5690
3078685 | Let the Wind Tell You (Cut Ver.) [Blowing!],3.5681
4299425 | Connect (TV Size) [Hard],3.5679
1439847 | Einen Jodler hoer ich gern [Irrsinnig],3.5678
4170617 | Together Again (Cut Ver.) [gzdongsheng's Hyper],3.5678
2848799 | SUPER REACTOR [Bruce's EXPERT],3.5676
4066459 | Colorful (Cut Ver.) [Hard],3.5676
376806 | Fight 4 Real (TV Size) [4K Lv.11],3.5674
637747 | After After [Grun's 4K HD],3.5673
1089481 | SV Pack [Compelled],3.5672
"445813 | Utakata, Ai no Mahoroba [diicky's 4K MX]",3.5672
3638701 | Aoi Tsuki [Hard],3.5671
3919767 | Candy-Go-Round (Cut Ver.) [Crisper's Hard],3.5670
4816787 | Hoshi Yume Gazer (Short Ver.) [My Angel Prickett],3.5670
2329103 | Shout Baby (TV Size) [Stelar's Hard],3.5664
4478000 | Toge Toge Sadistic (TV Size) [Hard],3.5661
4580642 | Science Blaster (Cut Ver.) [Hard],3.5652
3480433 | Koi no Yukue (TV Size) [Insane],3.5651
785226 | Borealis [CS' ADVANCED],3.5651
4456981 | Hanataba wo Tsurugi ni [4K Normal],3.5650
4019662 | Zankyo Sanka (TV Size) [Amii's Hard Demon],3.5649
3485365 | Hyper Vivacity [LNP's Hyper],3.5646
4213924 | Cranberry City feat. Luschel [Hyper],3.5646
4513091 | Easy? Hard? Shikashite Susume! (TV Size) [Sun's Hard],3.5640
3609391 | HUGE W [Hyper W],3.5637
4092549 | Aresene's Bazaar [Collab Hard],3.5636
4641915 | Dr. Fondoom [Hyper],3.5636
3651444 | Bad for me (Dz'Xa's Amenpunk) [Hard],3.5633
3812152 | T+ VS SHARK [EXPERT],3.5627
4133538 | Maid with Dragons <3 (TV Size) [Hard],3.5625
4166700 | Kimi no Sei (TV Size) [Insane],3.5625
4854833 | 60% Fantasy [elexire's Hard],3.5623
2669198 | YYZ (Cut Ver.) [ilikexd's MX],3.5622
4697571 | IDSMILE [Hard],3.5622
1982771 | azure (TV Size) [Reverse],3.5620
3917645 | Sorochinskaya Yarmarka [Hard],3.5618
1861830 | Grand Chariot [Spector vs. ExNeko's ADVANCED],3.5617
3799676 | Bulletproof Love (Cut Ver.) [Passionless],3.5617
1329109 | Breeze [Chrono's A'sifa 'HD'],3.5610
3958327 | Searchlight to Tsukiakari (TV Size) [Moonlight],3.5608
2665661 | SELF DESTRUCT [Desync's Hard],3.5606
4080586 | More One Night (Assertive Hardcore Bootleg) [long ver.] [Mearry's Normal],3.5605
1287719 | Chrono Diver -PENDULUMs- [Hyper],3.5603
2594146 | Colors [Hard],3.5603
4106606 | Flicker (feat. RANASOL) [Insane],3.5602
4626133 | Aozora Morning Glory (kageminori TwoRoom Edit) [Hyper],3.5602
4192728 | I'll See You Again [Hard],3.5598
3014736 | Circulator [Hard],3.5594
739982 | Story In Everlasting Princess [4K Hyper],3.5592
4676161 | From The Start [Hard],3.5591
856266 | Curtain Call Memories [Insane],3.5591
552745 | Renatus [Hard],3.5588
4569617 | Shouted Serenade (TV Size) [Bluu's Hard],3.5585
899135 | Never Ending [ADVANCED],3.5585
4723363 | Rose Quartz (Cut Ver.) [Hard],3.5581
"2785841 | Seize The Day (TV Size) [Sunset, Cup Ramen, and Her]",3.5580
836763 | Gekkou Ranbu [ADVANCED],3.5580
2366265 | Metheus [Sya's Expert],3.5579
1885340 | Seiza ga Koi Shita Shunkan o. [Felix vs. Rivals' Hyper],3.5577
4163445 | THE EARTH [Equinox | Himitsu's Hyper],3.5576
1681205 | Doku LOCANdy [puxtu's Hard],3.5575
3589231 | BWLAUTE BEIRRD [Hard],3.5568
4657535 | Haruhikage (TV Size) [Memories],3.5566
1856612 | Jumping!! (TV Size) [Hard],3.5565
4846595 | Shijima ni Saku [Walking through the Tranquil Night // Advanced],3.5561
528184 | Achromat [Tidek's 4K Insane],3.5560
4017608 | Blue Bird (TV Size) [Hard],3.5555
4596393 | BIBBIDIBA [HARD],3.5553
4300352 | Himitsu Dial [Hard],3.5552
1971570 | Internet bitch P*Light Remix [Hard],3.5550
3423750 | Be With U [Hard],3.5550
3674371 | Ano Natsu no Itsuka wa [Our summer memories],3.5548
2116972 | Sakurairo Diary (TV Size) [Hard],3.5546
536900 | Romantic summer (TV Size) [HD],3.5543
3457180 | Luv Letter [Say you'd love me too],3.5541
1989011 | Fly far bounce [4K Nara's Another],3.5537
3330765 | Deux Saint-Co Odyssey!! [ADVANCED],3.5534
4072858 | The First Layer [Down],3.5532
3387958 | ZEAL of proud [Ayase's Hard],3.5529
4843120 | Ambivalent (TV Size) [Dilemma],3.5525
3314063 | KiNG FORM -XIII- [Hard],3.5523
2785640 | Sakura Fubuki [mint's Hyper],3.5521
794991 | PUPA [4K Advanced],3.5519
1932787 | Hide Away My Heart [FAMoss' Hard],3.5518
3952867 | Kawaikute Gomen [Ayase's Hard >w<],3.5514
4300254 | Suna no Hoshi (Blue Twinkle Trance Remix / Version 2.0) [Jewel Branch of Hourai],3.5511
4374305 | All I Want For Christmas Is You [Himitsu's Insane],3.5502
4941429 | Hyakka Ryouran (TV Size) [Nakazawa's Hard],3.5502
781744 | * Crow Solace * [4K Hyper],3.5501
2713453 | Utsuroi (Short Ver.) [Ping's Hard],3.5499
4090778 | Seven Doors (TV Size) [Hyper],3.5498
1222764 | evangelize (blurry images) [clarity (NSV)],3.5494
1222765 | evangelize (blurry images) [transparency (SV)],3.5494
4784603 | Hai Yorokonde (Magens Remix) feat. Hatsune Miku [Hard],3.5492
668854 | LegenD. [ADVANCED],3.5487
2320347 | Ad Astra [DRAGO'S ANOTHER],3.5479
4520305 | SPiCa [Hard],3.5476
3954289 | Snowy [Normal],3.5470
4315527 | quaver [guise's insane],3.5469
2841932 | Chocotto no Kotae [Hard],3.5467
392718 | No.1127 [Hard Lv.10],3.5464
1608658 | Paradigm Shift [CS' Hyper],3.5463
3234092 | POLKAMANIA [Reina's HYPER],3.5462
4593548 | Zmey Gorynych [Hard],3.5462
4294721 | facade [shiro's hyper],3.5460
495898 | Kakushigoto [Ic's 4K HD],3.5458
1086583 | RougokuSTRIP (Grimoire crossbreed rmx) [Magic exists [HD]],3.5451
2845539 | Yoru ni Kakeru -THE HOME TAKE ver.- (Cut Ver.) [Insane],3.5451
912232 | Heart's All Gone [HD],3.5448
4286436 | Chop Suey! [To_ofu's Hyper],3.5446
3298256 | Shiny Happy Days (TV Size) [Hard],3.5443
4492616 | Energetic Shine [keksik's Hyper],3.5443
2020687 | ACCELERATE [ExNeko's Hyper],3.5436
2293653 | Avalon no Oka [Hard],3.5432
2698590 | Apex Of The Vortex [Vertex],3.5411
4324146 | You are the Miserable [Harmony | Hyper],3.5406
3809605 | Yuushou [Hard],3.5402
3802240 | Subete ga Maboroshi ni Natta Ato de [ADVANCED],3.5400
3385545 | ST4RDUST * XABER [Hard],3.5398
892786 | Movements Feat. MaHi (Original Mix) [Insane],3.5396
1673042 | Korekara (TV Size) [Amii's Expert],3.5383
2464427 | Equilibrium [Dell's Future],3.5383
3743111 | Positive*Dance Time [Doofy's 4K Hard],3.5378
4066001 | Sapphire On Fire [Polarin's Hyper],3.5378
4818950 | Nameless Name [winter's Hard],3.5378
4014263 | M.E.D. PHONK [Insane],3.5373
1226402 | Go Ahead!! [Hyper],3.5372
4324001 | Matt Silver [cat's Hyper],3.5371
373952 | Elemental Creation [S.Star's 4K ADVANCED],3.5369
1149572 | FIRST [Jinjin's NM],3.5366
2841869 | Time [Yuno's Hyper],3.5364
1322358 | AIWAGUMA [Tofu's MX],3.5361
3912019 | The Cyber Grind [Hard],3.5361
"4315581 | The Spectre (Cut Ver.) [We Live, We Love, We Lie]",3.5361
4351792 | Hybris (The one who shattered) [Hard],3.5361
4771471 | Sunao ni Naritai (osu! Edit Ver.) [Normal],3.5359
4005865 | Zankoku na Tenshi no These (TV Size) [Sava's Insane],3.5358
2056752 | Xevel [Hyper],3.5352
2640547 | SUMMER [Hard],3.5348
3776968 | Fu Sheng [Fapu's Insane],3.5348
1045743 | Say A Vengeance [Chicken's Hyper],3.5342
2982573 | waitingforyou [nsv],3.5339
2982574 | waitingforyou [sv],3.5339
4641633 | Toymatic Kitchen! (Cut Ver.) [Hyper],3.5335
4100494 | Rainbow Rush Story [CS' ADVANCED],3.5331
3881491 | Natsuyume Noisy (TV Size) [Re : Hard],3.5329
1294969 | Swampgator [Reba's Hard],3.5328
1349209 | Piano Beatmap Set [Liebestraum - 4K Full],3.5326
1997254 | K.O.K.O.R.O [MX],3.5323
2965324 | Koi no Mahou wa Merorurira [Hard],3.5323
400120 | DON'T CUT [4K Hard],3.5321
4083573 | Hanagoyomi (Short Ver.) [Hard],3.5317
3961409 | Gift (TV Size) [Hard],3.5316
"2817250 | Maji de...!? [Magic, Day Yeah Bye!]",3.5313
1728348 | Ninja Re Bang Bang [4K HD],3.5310
2629392 | Itsuka no Kioku (TV Size) [Hard],3.5310
2473952 | 1 Milli Symphony [Symphony],3.5307
3655642 | Oyasumi Monochrome [You in my dream],3.5306
3833826 | Hikari Sasu Mio no Yuzuriha [Ysg's ADVANCED],3.5305
4209344 | Princess * Sisters! [Hard],3.5305
4044544 | Shukufuku (TV Size) [Hard],3.5303
4556315 | Black sour Ruby [Maiiy's Advanced],3.5301
4621573 | Friction[!]Function [Hyper],3.5297
4708037 | this is what falling in love feels like [insane <3],3.5296
2703877 | Promise (feat. Sherie) [4K Hard],3.5295
2303842 | Kanpan Tasogare Shinbun [Lunatic],3.5294
4472247 | Alethea (TV Size) [Hard],3.5294
3889508 | Everyday I Need You (feat. JinSoul) [Hard],3.5293
1442904 | Yuki wa Doko ni? Kimi no Mune ni! [4K Expert],3.5291
1661082 | Sweet Dreams (11t dnb mix) [Good Night],3.5288
3389140 | Yuki no Hana [Ferdi's 4K Snow Flowers],3.5284
4177920 | the new non non biyori disco groove [Welcome Home!],3.5284
2403243 | Sesshoku (Cut Ver.) [Rakh's Insane],3.5283
3804100 | Welcome to the PARADE! [Pa-Pa-Parade!],3.5279
4289451 | Renai millimeter film (TV Size) [Dell's 4K Hard],3.5278
4637849 | Sage [Saemitsu's BASIC],3.5274
3450870 | Ever Green feat. Ganeme [Hard],3.5270
4309001 | c.s.q.n. [Hytex's Hard],3.5270
4221069 | Koi Sekai (TV Size) [Hard],3.5269
3729047 | Arekore Drastic feat. Suzuki Aina (TV Size) [Hard],3.5268
3986399 | White Sweet Love feat. CLIFF EDGE [4K Your Love is Forever on my Heart],3.5266
2018139 | Horizon Note [Amii vs. Sado's Hard],3.5264
3390543 | Tomedonai Shiosai ni Bokutachi wa Nani o Utau Darou ka (TV Size) [Nabi's Hard],3.5264
4527884 | Big Chungus [Biggest Chungus],3.5264
745024 | Hours ft. Lady Leshurr & Paigey Cakey [Feru's HD],3.5259
2482844 | We Want To Run [walk],3.5253
2805300 | The Last Page [Hard],3.5249
1273380 | Hitorigoto -TV MIX- [Manga],3.5245
2023410 | Dreaming [serenity],3.5245
1175035 | Trigger (Zekk Remix) [Hard],3.5242
3874473 | TOKIMEKI Runners [Hard],3.5242
1126757 | REANIMATE [Incipiens / Avalon's 4K Hyper],3.5234
4675890 | Shikairo Days (TV Size) [Revv's Hard],3.5230
3945480 | Karakara (TV Size) [Nicknem's Hard],3.5229
"404544 | Itsuka no, Ikutsuka no Kimi to no Sekai (TV Size) [Luckman's MX]",3.5226
2635643 | Darling (TV Size) [Darling],3.5224
"2267307 | Ne, Issho ni Kaero. (TV Size) [Hard]",3.5222
2395139 | Honto da yo [Sya's Hard],3.5219
2340760 | Hana Ranman -Flowers- [Insane],3.5212
504821 | Senbonzakura [Hard],3.5210
4458836 | Bergentrueckung / ASGORE [keksik's Hard],3.5194
2458855 | Shinsaku no Shiawase wa Kochira! (Cut Ver.) [Shiawase!],3.5190
3593845 | Mixed Nuts (TV Size) [CODE NAME : MD's HARD],3.5190
2127847 | Update [advanced],3.5181
3775759 | OveR (TV Size) [4K Hard],3.5174
3516300 | The Fascinating Cat's Eye [Hard],3.5173
3915524 | Youkoso Japari Park e (Xmas ver.) [Merry Christmas!],3.5173
2813040 | Cherry Bomb [Hard],3.5167
547251 | C18H27NO3 [StarCore's 4K ADVANCED],3.5163
3880320 | Girls' Carnival [Hard],3.5160
2543868 | Yasashisa no Riyuu (TV Size) [Curiosity],3.5156
4364628 | Streaming Heart (Cut Ver.) [HARD],3.5156
2652436 | Kaikai Kitan (TV Size) [_RK's 4K Hard],3.5152
699264 | Haru Modoki [Shici's Insane],3.5151
4115479 | Odin [HARD],3.5150
4441930 | Triangle Dreamer [Hard],3.5150
4595519 | 3-ji 12-fun [Hard],3.5146
985723 | Ren-chon no Drum 'n' Bass [Hamids' 4K DABURETA!],3.5141
4410000 | Etude Op 10-4 [Raisky's Hard],3.5140
4179226 | we fell in love in october (Cut Ver.) [relae's insane],3.5139
3921379 | Only (TV Size) [Everlasting Journey],3.5138
4166148 | Mizuiro no Sunday (Cut Ver.) [Sunday],3.5138
1543406 | Horangpungnyuga [Wilben's HD],3.5137
2553295 | Opal (Cut Ver.) [Hard],3.5137
4175137 | Twinkle Twinkle (Sped Up & Cut Ver.) [Moca's Hard],3.5135
3204604 | Smile & Go!! [Hard!!],3.5134
1067752 | NEO TREASON [ADVANCED],3.5130
1697356 | Perfect Neglect [Hyper],3.5130
4364724 | Hana no Tou (TV Size) [Hard],3.5130
2745150 | Bakudanma [Hard],3.5128
4713153 | Hong Zhao Yuan [Hard],3.5128
1716670 | Fire in the Phoenix [Hard],3.5126
1006357 | Reverence [Hard],3.5125
3952868 | Kawaikute Gomen [Nicknem's Normal >w<],3.5123
367779 | Yuriyurarararayuruyuri Daijiken (TV Size) [Momo's MX],3.5122
4269071 | rog-unlimitation [Hard],3.5119
2276267 | PERFECT GIRL [Double Pad],3.5117
2201715 | azure [drago's insane],3.5111
3654831 | Day before Memory [Sweet * Sugar],3.5104
3051912 | 100sec. Kitchen Battle!! [Chef de Cuisine],3.5102
4163948 | Kira Kira * Heart * Linkage! [Sun's * Hard *],3.5097
3348858 | Tell Me What You Want [I want Hyper],3.5096
2222809 | Hajimete no Kakumei! (TV Size) [Hard],3.5095
4035276 | 10 Things I Hate About Ai no Sukima [2 - Two years of Ainer's Hyper I can't undo],3.5091
4118999 | Poseidon [Hard],3.5088
1770474 | B:/Start Up [WELCOME],3.5083
3929183 | Nani ga Warui (TV Size) [Oshiete~],3.5080
239327 | BLUE ARMY [4k KBSM],3.5074
4218868 | hi. [Zircon's mAniPuLaTiOn StAtiOn],3.5073
2304810 | God Save The Girls (TV Size) [Madoka's Hard],3.5064
4112449 | This game (TV Size) [Flugel // Amii's 4K Hard],3.5064
4334898 | Amairo*TeaParty [MD's Hard],3.5061
4838117 | Cool Me Down (feat. Megurine Luka) [Hyper],3.5058
3440875 | GLORIOUS DAYS (Short Ver.) [Sena // [Insane]],3.5057
4595934 | Mahiru no Sora no Tsuki (TV Size) [AelSan's Hard],3.5056
2876933 | kiss the sexy robot?? ultimate championship 201X!!! (Cut Ver.) [hard],3.5053
3966873 | PHOTON BLAXT [EXHAUST],3.5053
3192668 | Kaimin! Anmin! Syalist Seikatsu (TV Size) [4K Insane],3.5052
4904320 | Sparkle Downer [Hard],3.5052
4525207 | TSUNAMI [SEA EROSION],3.5051
3590641 | Loneliness and the Future [Morning Glory],3.5050
4404709 | Minty Rush [Hard],3.5046
2415432 | IZANA [Present],3.5039
4439178 | Beyond Your Words (Cut Ver.) [Hard],3.5039
4316365 | tell me i'm dreaming [hyper],3.5038
2508564 | Precious You* (TV Size) [Chicken In My Tiny Heart],3.5036
2901681 | Sanyousei SAY YA!!! [Hard],3.5034
3447346 | Color of Drops [Colorful],3.5032
4166717 | Kimi no Sei (TV Size) [Sava's Hard],3.5031
4812867 | muzaisya [Hard],3.5028
4147032 | Idol [CS' Hard],3.5026
900445 | Otsukimi Recital [Hard],3.5021
4415134 | Nevermind [Angki's Normal],3.5017
1796049 | Transport [ExNeko's Hyper],3.5013
3548206 | Gotoubun no Kimochi (TV Size) [Nabi's Hard],3.5013
4302529 | KAREI ONE TURN (TV Size) [One-Hit Hard],3.5013
948535 | Gekkou Ranbu [ADVANCED],3.5012
1126808 | Yuki no Youni [4K Hard],3.5011
"3678863 | Hitohira no, Daisuki o, [Hard,]",3.5005
2457966 | Flim [Hollow],3.4999
4582755 | Rasselbande [HARDTEKK BOOTLEG] [HYPER],3.4999
654373 | licca [victorica's HARD],3.4997
3468081 | SHIJOSHUGI ADTRUCK [Hyper],3.4990
3930976 | No Celestial [Hard],3.4989
2828935 | dual existence (TV Size) [Chicken 10032 [HD]],3.4985
1760496 | Soundscape (TV Size) [Muu's Hard],3.4982
1404404 | Niflheimr [Tofu's Hyper],3.4981
713954 | Max Burning!! [Avalon's ADVANCED Lv.14],3.4978
3891601 | Seishun Complex (TV Size) [Toko's Normal],3.4976
738661 | Bravely You (TV Size) [Insane],3.4967
2571595 | data corruption symphony [ASPIRE_advanced],3.4965
1429138 | Plasma Gun [Advanced],3.4963
369294 | Vidro Moyou [victorica's 4K HD],3.4952
2352637 | Running Blind [Hard],3.4951
1037223 | NNRT [Avalon's Hyper],3.4948
4671027 | CH4NGE feat. KAFU [INS4NE],3.4945
2843907 | Tsuki ni Murakumo Hana ni Kaze (PV ver.) [Lunatic],3.4937
1491928 | Starting Days!! [Hard],3.4936
2096823 | Zero Centimeters (TV Size) [Asha's HD],3.4933
4528152 | lunatic love baby you [hard dumpling],3.4928
2884637 | Seimeisen [Ping's Hard],3.4921
3381248 | Monosugoi Ikioi de Keine ga Monosugoi Uta [Hard],3.4921
2560864 | Ano Yume o Nazotte [Touru's Hard],3.4920
3852455 | HAPPY limelight [SPECIAL],3.4920
3012111 | GHOST [Hyper],3.4917
1686240 | Magical Toy Box [Hyper],3.4916
3349978 | Futari Nori no Jitensha (Cut Ver.) [Nostalgia],3.4914
3220830 | Yume Yume Gradation [Lovin' you],3.4906
3839747 | Hello/How Are You [Halo],3.4895
1862446 | The Crow [Hard],3.4882
2062538 | GAMERS! (TV Size) [Ping's Hard],3.4881
1023088 | NANO DEATH!!!!! [Leah's Hard],3.4879
1756600 | opaque [Hyper],3.4879
3399627 | Transform (Original Mix) [Hard],3.4874
351852 | Grow Slowly (TV Size) [victorica's 4K MX],3.4872
4034255 | Split [Malevolent Ultimatum],3.4872
3194864 | ONENESS [Hard],3.4870
2787881 | A Pale [Intermediate],3.4866
3942724 | Deep down (TV Size) [Hard],3.4865
716926 | Blue Zenith [Hyper],3.4861
4262138 | #Yume wa Mijikashi Koiseyo Otome (TV Size) [DenYi's Hard],3.4860
4525461 | Summoning 101 [Slowpoke104's Hard],3.4859
4519445 | Rabbit Hole feat. Hatsune Miku [Hard],3.4858
4494114 | My Dream Girls (TV Size) [N4ive's Hard],3.4855
3597959 | Ah puh [Motion sickness],3.4854
4388437 | National Anthem Of The USSR (Cut Ver.) [Flade's Hard],3.4853
1898344 | Final Resonance [Ultra],3.4846
2599534 | Melty Sweets [deta's Novice],3.4843
2487444 | Secret Story of the Swan [Gahyeonln's Hard],3.4841
3548186 | Otome no Route wa Hitotsu ja Nai! (TV Size) [Hard],3.4839
4300310 | Dom Dom Yes Yes x Give It To Me (Club Remix) [Hyper Toilet],3.4838
3034613 | STAY ONE (Cut Ver.) [Sayaka's Hard],3.4837
4039016 | YOIMACHI CANTARE (TV Size) [Hard],3.4837
3464043 | Fuwafuwa Balloon ga Tobidashita! (Cut Ver.) [Hard],3.4835
1571178 | Cast Your Shell [HD],3.4832
2308873 | Summer Soulstice [FAMoss' Cheerful],3.4828
3708419 | Hana no Tou (TV Size) [Ysg's Hard],3.4827
453351 | VOLTEXES II [kanke's HARD],3.4827
"3158549 | Romantic Wedding feat. Tomatsu Haruka, Asumi Kana, Toyosaki Aki (Cut Ver.) [Hard]",3.4826
3733414 | ALIVE (TV Size) [Hard],3.4823
2968557 | Miss Tail (Cut Ver.) [Yui's Hard],3.4816
4483236 | Minor Piece (TV Size) [Hard],3.4815
4165561 | Gabberse Town [Hyper],3.4814
4815045 | Reweave (TV Size) [Bluu's Hard],3.4813
908241 | Beautiful Dream [Expert],3.4813
3968090 | Shiawase Iro [The Color of Happiness Must be Orange],3.4811
3040534 | AKKERA-COUNTRY-BOY [Insane],3.4810
2147312 | Mirrorwall [ADVANCED],3.4808
3864886 | S.M.L* (TV Size) [Sava's Hard],3.4804
4137604 | Kizunairo no Ensemble [Hard],3.4802
4764592 | World is Mine (TV Size) [eZmmR's Hard],3.4802
1411677 | Crow's Ghost [Insane],3.4801
3247950 | Fansa (Cut Ver.) [Paran's Hard],3.4800
4850741 | Ooinaru Sagyou [Elfir Traum],3.4796
3512697 | Empire [Insane],3.4792
4115217 | Himitsu Melody (TV Size) [Hard],3.4792
673309 | Everything will freeze [Hard],3.4791
4065337 | Triple Baka (Cut Ver.) [Crisper's Normal],3.4790
2237405 | Koukai no Uta (TV Size) [Asha's MX],3.4789
3942005 | Umarun Taisou (TV Size) [Hard],3.4786
957868 | Movements Feat. MaHi (Original Mix) [Crono's Hard],3.4785
320154 | TRIGGER*HAPPY [4K ADVANCED Lv.17],3.4778
2532277 | OZONE [Rin's EXHAUST],3.4775
3753910 | I lost it all when you were in Yunlin [Joylintp's 4K Hard],3.4770
2207815 | Vindication [Hyper],3.4768
1750937 | SACRIFICE feat. ayame [ADVANCED],3.4766
2608576 | BLACK MEMORY (Cut Ver.) [Hard],3.4762
4406970 | Now or Never! (Cut Ver.) [Hard],3.4762
4761386 | Ci Wo (DJ Xi You Ver.) [Gahyeonln's Insane],3.4761
4031301 | Sweet Dreams [Nightmare],3.4760
750959 | Romancing Layer [ADVANCED],3.4758
4182254 | Hold On Tight [Insane],3.4753
193128 | only my railgun (TV Size) [4K MX],3.4752
4619606 | Ghost (feat. Hatsune Miku) [hyper],3.4751
3870442 | Pokkan Color [Insane],3.4749
4227597 | Dokimeki Diary (TV Size) [Hard],3.4747
2509074 | Kawaru Mirai (TV Size) [Flowing],3.4741
3655897 | The Everlasting Calamity That Shifts The Time - Space Continuum... [Light Insane],3.4737
3809114 | Mikansei Romantic (feat. kotono) [DH's Mikansei Hard],3.4737
668729 | BSPower Explosion [Lv.15],3.4736
720562 | ANiMA [Starry's 4K Lv.15],3.4735
4657845 | Shadows feat. Such [AndreyChomik's Hard],3.4729
3769554 | Any Last Words? [Fragrance in Thaw],3.4727
392001 | Monster (DotEXE Remix) [Zillah's 4K Insane],3.4724
3857686 | Mirai Yohou Hallelujah! (TV Size) [Draftz's Hard],3.4723
3903084 | Shukufuku [Normal],3.4723
1253215 | Wizdomiot [Hard],3.4720
1756861 | Light for Knight (TV Size) [Another],3.4719
3882096 | Funkotsu Saishin Casino [keksik's Hard],3.4718
4015726 | najimi breakers [advanced],3.4717
1126880 | DreamRiser (TV size) [Hard],3.4716
4647654 | Path to glory (Game Ver.) [Sava's Hard],3.4715
4655477 | Utakotoba [Ysg's Hard],3.4708
2422351 | Hanate! Dododoon! (TV Size) [Hard],3.4707
319283 | WING OF ZERO [ecafree2's 4K MX],3.4706
3878869 | No.7 (TV Size) [Hard],3.4704
1309031 | Nemesis [4K Allegro | Hyper],3.4698
"4023556 | 1,2,3,4! [Three]",3.4697
4579793 | 2DF2 [Affliction],3.4691
4885833 | Attention (Cut Ver.) [Avalon's Hard],3.4690
2854192 | XIII Charlotte [Hard],3.4689
3081228 | MOBO * MOGA [Hard],3.4686
529979 | Quo Vadis [4K HD],3.4686
1016400 | Lantinid [HD],3.4685
2944002 | Kaibutsu [Hard],3.4685
652299 | MIIRO [Poi],3.4685
3249439 | Doraemon (Cut Ver.) [Hard],3.4684
"4179467 | Please, please! (TV Size) [Hard]",3.4684
2925850 | Snow Canvas [Merry Christmas!],3.4682
4081342 | Kitsch [HARD],3.4681
3669453 | Kuu ni Naru [Hard],3.4678
2006253 | City Streets [Hard],3.4676
3512188 | Undiscovered Colors (Cut Ver.) [Halogen-'s Achromatic],3.4674
4147950 | Kaibutsu [Hard],3.4674
679265 | Mastication Numerique [Usagi's Hard],3.4673
1191560 | STRIKE BACK [Retaliation],3.4665
2317840 | Chemical Cookie [Hard],3.4657
2639586 | Alone intelligence [Hard],3.4657
1330482 | perthed again (yambabom remix) [Hard],3.4656
3865090 | ZENITH [ADVANCED],3.4655
4522826 | VIVIDVELOCITY [Hyper],3.4653
4334025 | UP UP MT. CAKE [YUM YUM CAIJI. HARD],3.4647
3396240 | Nimble as Lightning [4K Hard],3.4645
3100241 | Run*2 Run To You!! [Miaurichesu's Hyper],3.4641
4608988 | Goat standing up meme undertale (Extended Edit) [Insane],3.4641
"3183349 | Excuse My Rudeness, But Could You Please RIP? (Nhato Remix) [RIP in beats]",3.4640
4138765 | Stella [Ysg's Hard],3.4639
4673486 | Shikanoko Norinori Koshitantan [UwU],3.4638
1584879 | Oshama Scramble! [angki's Neko Scramble!],3.4635
4129972 | Yume ga Samete mo (TV Size) [Schwester],3.4635
4011954 | Deadly force [Syr's ADVANCED],3.4634
