Beatmap,SR,Objects,Variety,Spikiness
3918047 | The Place You Promised To Show Me [Absent Promise],5.1514,1211,4.3958,1.0312
4253220 | No Stopping Us (feat. jenny) (Similar Outskirts Remix) [Unstoppable],5.1512,2176,4.1175,1.0680
3904524 | T.R.A.P. [I.N.S.A.N.E.],5.1511,1626,3.6144,1.0284
3259221 | Reikou Hatsuden [Another],5.1508,1940,2.7313,1.0365
1736516 | Black Lotus [Another],5.1492,1541,2.9383,1.0448
2604530 | Replica [Imitation],5.1490,1753,3.1721,1.0107
4008773 | Kyu-kurarin [>w<],5.1489,3028,3.2326,1.0782
4139916 | Lyrith -Meikyuu Lyrith- [Lyrith],5.1485,1788,3.5856,1.0368
4026783 | Fresh! VIP (feat. Schwank) [Fresh Market],5.1475,2392,3.5393,1.0779
646319 | Lunatic Rough Party!! (Long Ver.) [Lunatic],5.1472,3295,3.7968,1.0929
4598856 | DX Choyasei! Survival Zundoko Chan [DX Insane!],5.1471,1403,3.6061,0.9869
1159270 | Jumpstream Of Fighters Vol. 2A [Zennihon Suppoko Nyaago Shineitai - Bon de Nyaago [porkypink 22]],5.1465,1845,3.1408,1.0420
3507797 | Streaming Heart [Hana's Insane],5.1452,2417,3.0608,1.0295
736931 | Tokyo Teddy Bear [SC],5.1450,2268,3.3040,1.1712
4011952 | Deadly force [Ryu Sei's MAXIMUM],5.1449,1473,3.3010,1.0649
995239 | Reverse World [Extra: Universe],5.1445,1696,2.8072,1.0858
789827 | Preserved Valkyria [GRAVITY],5.1432,1443,3.6342,1.1185
1717476 | envidia [Jealousy],5.1425,3325,3.5812,1.0722
4339542 | Charisma Rengoku Tenshin [Fight! Fight! Fight!],5.1425,3060,3.6080,1.0256
4468537 | EXEC_CHRONICLE_KEY/. [I shall offer this Hymn],5.1424,1169,4.4281,1.0056
4169817 | tp na ame [krip kripochek],5.1423,1932,2.6760,1.0310
4807180 | Angel Of Darkness (Video Mix) (Nightcore Mix) [In Your Hands],5.1423,2454,2.7271,0.9702
3348225 | FAKE PROMISE [Eternity],5.1410,4015,2.7705,0.9463
"3699557 | Infinite Strife, [Akasha vs. Kuo Kyoka's Beyond]",5.1398,2134,3.5697,1.0507
1712549 | Inverse World [Supernova / Arzenvald's Insane],5.1390,1392,3.6356,1.0377
1433258 | Keigan no Zettaireido [Giga Lv.15],5.1386,1498,3.4064,1.0772
3207950 | Inevitable Struggle [Nightmare],5.1386,3798,2.6888,0.9386
4584150 | Dream Escapism Fantasia (Cut Ver.) [Unpredictable's Extra],5.1384,2409,3.2646,1.0741
3063313 | Re_Construct [Re_Sign],5.1383,1874,3.1346,1.0550
1786282 | citrus [Sweet Drop],5.1382,1403,3.6614,1.0358
1794240 | starlights feat. TEA [Moonlight at Dawn // Turrim's 4K],5.1381,3141,3.7513,1.0489
766727 | Figue Folle [Brutal [Lv.15]],5.1377,2408,3.7141,1.0391
1095862 | Symphony of the Night [Melody of the Darkness // 4K],5.1373,3730,3.4426,1.0876
4349875 | Ether [Emptiness],5.1370,2150,4.1056,1.0304
805976 | Innocent Tempest [INFINITE],5.1369,1922,2.8875,1.0175
2603426 | Ether Strike ('Divine Mercy' Extended) [humanity],5.1354,2914,3.7963,1.0945
2610859 | Gunjou [aaaabaaaa's LN Master],5.1348,2301,3.8152,1.0024
4591112 | Time Leaper [Treading the Floors of the Sky],5.1344,2464,3.7597,1.0594
3479246 | XENOViA [Akasha's MASTER],5.1342,1446,3.7399,1.0938
3774373 | September (yomoha remix) [Insane],5.1334,2266,3.6883,1.0716
3091909 | REKKA RESONANCE [Alleyne's BEYOND],5.1325,1707,3.5290,1.0884
1875138 | Resurrection Spell [LUNATIC],5.1322,1851,3.3846,1.1044
4179225 | we fell in love in october (Cut Ver.) [...?],5.1321,833,3.5622,1.0950
4827423 | Train of Thought [Dorsolateral Metro],5.1320,3803,3.6867,1.0174
2729311 | Force! [4ORCE!],5.1302,3117,3.5769,1.0442
2805183 | springtime of life (2019 Rework) [Insane],5.1299,2491,3.5756,0.9924
767311 | Altale [Starry's Another Lv.29],5.1295,1554,3.6151,1.0627
2793616 | Hole Dwelling [agitate me muddle muddy me],5.1291,3407,4.2777,1.1285
1192532 | Pluto -Tenderness [Hades Wrath],5.1284,3677,3.6486,1.0810
4009268 | Hylotl's LN Collection [DEAF KEV - Invincible (Cut Ver.)],5.1282,1278,3.8850,0.9859
559923 | Nanahira Collection [Rainbow (LN Master)],5.1277,1100,3.7832,0.9731
4205805 | Happy! Lucky! Dochy! (TV Size) [1-2-3],5.1272,1427,2.7121,1.0271
1486624 | trappola bewitching [Dark Magic],5.1270,1792,3.2210,1.0396
4121146 | EDM Jumpers ({E+H}DM Reboot) [City Diver // RiceSS & hyahya's Extra],5.1270,3751,3.6565,1.0658
3414825 | Slluuddggee [hedoro],5.1268,1330,3.8153,1.0029
4185651 | Shizuku (feat. NEONA & KOTONOHOUSE) [Marble Soda],5.1266,1743,3.8522,1.0406
4115791 | Poseidon [Deep In The Waters],5.1256,1453,3.5550,1.0964
3111694 | M-A [IcyWorld's Hard Lv.14],5.1253,1914,2.4032,0.9554
2476177 | Extra Mode (DJ Myosuke Remix) [LUNATIC],5.1249,2219,3.8619,1.0951
4551324 | Tiny Bunny [Insane],5.1246,2065,3.8384,1.0240
705695 | Homeneko*Sensation [4K ExTrA],5.1246,1494,3.1717,1.0856
1940816 | BEAST BASS BOMB [MAXIMUM],5.1230,1202,3.5419,1.0495
4099137 | Fighting Spirit [Before the World Dies],5.1230,2777,3.0544,1.0310
3805384 | Toho-Assisted-Speedrun!!! [Insane!!!],5.1228,3400,3.7064,1.1025
2567924 | VVelcome!! [EXHAUST],5.1224,1704,3.3685,1.0694
414908 | DON'T CUT [Momo's 4K Insane],5.1219,1461,3.3770,1.0299
936047 | Fox4-Raize- [EXHAUST],5.1217,1575,3.3647,1.0583
3563524 | Refactoring Travel (feat. Nanahira) (Cut Ver.) [Travel to the sea],5.1214,1231,3.3679,1.0847
3835046 | KICK BACK (TV Size) [Insane],5.1214,1144,3.4920,1.0218
2320012 | Fly Like You [EXHAUST],5.1213,1391,3.7324,1.0191
4541819 | Starry Jet [Take off],5.1203,2584,3.5959,1.0123
3874383 | In the Back Room (TV Size) [Gun Devil],5.1193,1029,3.6282,1.0108
1909748 | FM Synthesis Experiment [Transmission Log 0018-5],5.1188,3906,3.2534,1.0420
4602161 | Time Leaper [Avel's Passing Through Downpours and Rainbows],5.1182,1964,4.0718,1.0504
3434590 | Kenka no Bannin [Acquaint Fate],5.1180,2598,3.6481,1.0918
4209615 | Unwelcome School x Sua Deng O Dok Zua (Extended) [Steady bom bi bi],5.1179,1564,3.0038,1.0318
2095660 | ReviXy [Insane],5.1178,2081,3.7590,1.0892
2545398 | Alteregoism [Chicken's Insane],5.1178,1628,3.6611,1.1031
938001 | Wh1teh Pack #1 [Yuuyu - Scrap Syndrome],5.1175,1706,2.7424,1.0006
3949269 | O-Ku-Ri-Mo-No Sunday! (Mtell Hardcore Bootleg) [Okurimono! Yeah!],5.1162,3718,3.1381,1.0157
2449423 | Verflucht [Prophecy (198bpm)],5.1157,1427,2.9503,1.0136
4068081 | Misery Song [Affliction],5.1155,3552,3.1756,1.0728
3417919 | Be With U [Love],5.1141,1618,3.6539,1.0180
4157667 | Star Soldier -Tamashii no 16 Rensha- (kors k mix shoot the Lazarus) [Connect 1986],5.1126,3806,3.3619,1.0762
4206147 | Melty Lover [Chilling],5.1125,1649,3.0750,1.0579
3476134 | MeTear'n TruX [Veils Of Stars],5.1124,2141,3.3970,1.0421
1148154 | Heaven's Fall [Justice be Done],5.1121,3552,3.1411,1.0388
4533082 | Trust Nothing but Love [Ardor],5.1110,3867,2.8980,1.0369
3525373 | Feel My Rhythm [Celebration],5.1100,1840,3.7360,1.0071
2193731 | GLORY:ROAD [Another],5.1099,1690,3.4745,1.0747
1045287 | Free Tibet (Vini Vici Remix) [Enter the GOA],5.1092,4574,3.1491,1.0567
3993408 | raspberry cube [Taste My Love],5.1090,2848,3.3601,1.0182
3795569 | ATLAS [Let's bet our future clears for you],5.1087,2828,3.7951,1.0771
4156362 | Nyan Nyan Dive (EmoCosine Remix) [Nyamosphere],5.1081,1817,3.4735,1.0010
"3939978 | Lightship [farewell, let us meet again at the end of light]",5.1079,2827,4.4888,1.1005
941423 | Sora no Senritsu -the melody of the cosmos- feat.lily-an (OP Cut) [4K Awakened],5.1074,1410,3.0176,1.0675
1027369 | Ju-Ju- Yakiniku no Hi kara Phenix!?~Saitan no Sumibi Yaki~ [EXHAUST],5.1071,1582,3.0540,0.9932
2618014 | Falling [Monheim's 4K Cascade],5.1069,3015,3.1397,1.1068
4336419 | The Stellar Moments [Journey through Teyvat],5.1068,12138,3.9542,1.0981
3735187 | Vital Error [Insane],5.1063,2013,4.0474,1.0605
554655 | Grief & Malice [Kriemhild // 4K],5.1060,2189,3.0517,1.0174
3967912 | HANIPAGANDA [CIRCLE OF CLAY],5.1046,2380,3.6337,1.0295
4334833 | Blizzard Heights [Vivi's Insane],5.1046,1167,3.7144,1.0120
4141635 | Noxious [Spectre],5.1040,982,3.4582,1.1078
3048852 | Valanga!!!! [MAXIMUM!!!!],5.1039,1560,3.4915,1.0234
4202105 | The World Ends Now [Challenge],5.1038,1452,3.3421,0.9769
3638897 | Inverted World [Divinus Ultima],5.1035,1575,3.4393,1.0482
2673545 | Ibitbt [F4w4rD],5.1026,1738,3.6348,1.0644
3010875 | Pure Ruby [Pure Ruby],5.1023,1432,3.2303,1.0273
2687569 | Kimi no Tonari de [Affection],5.1009,3438,3.4025,1.0637
3399992 | HIVEMIND [Controlled Chaos],5.1006,1579,3.7407,1.0029
1104277 | The World's End [Kimi no Yumewa],5.1003,3256,3.7017,1.0849
4335791 | Lurie [4K // Of The Prairie],5.1001,3087,4.1240,1.0830
1837529 | Trinity Homerun [Out Of The Park],5.0998,2989,3.5953,1.0699
1898345 | Final Resonance [End Chapter],5.0998,1680,3.4896,1.0964
3188414 | Zia's 4K Stream Training Pack [Nanawo Akari - Meruheru Shouwakusei (185BPM Jumpstream)],5.0993,3078,3.0066,0.9886
2028601 | Labyrinth of Mind [Exploiting IQs],5.0989,3910,3.6339,0.9946
3756062 | Lilith [Lust],5.0987,3102,3.4733,1.0095
"3404745 | n'aie crainte, a present tout est fini [ne t'inquietes plus]",5.0986,450,3.6472,1.1455
3024863 | The Last Page [Final Step Towards The Dream],5.0984,1668,3.3307,1.0438
4609481 | Nex:us [Let me hear your voice],5.0983,3212,3.4080,1.0447
4046459 | Poppy (Korean Ver.) [Seduction],5.0977,2562,3.1394,1.0216
2642713 | super anime groove 3d world [Jacky Groove // 1.0x],5.0972,2528,2.9912,0.9967
"1860459 | crystallized [myself, my voice]",5.0963,2071,3.9754,1.0817
1155651 | Suiren [4K Blossoming Lily],5.0958,5821,3.7541,1.2258
"1565693 | Road To The LegenD, [Thunder of Olympus]",5.0958,3164,3.5870,1.0754
4404735 | snow storm -euphoria- [EUPHORIA],5.0956,1709,3.1145,0.9857
3756594 | Santa-chan's Winter Wonderland Adventure [Kawaii Christmas],5.0953,2988,3.8054,1.0479
2464024 | Kill V. Maim [BEHAVE],5.0943,3194,3.6060,1.0365
1237220 | Dotabata Animation [feat. t+pazolite] [Wonki's Extra],5.0939,1956,3.5657,1.1863
2492146 | Messei Lux Aegis [MASTER],5.0938,1698,3.5615,1.1461
3027391 | THE MEDLEY OF POKEMON RGBY+GSC -3PBs- [Journey of a Lifetime],5.0938,17476,3.9339,1.0827
3528019 | Aurora [Shining Aura],5.0931,1655,3.7891,0.9994
3905283 | Jealousy Inst ver [Grievous Jealousy],5.0928,3814,2.9226,1.0093
1082731 | Wh1teh Pack #3 [Shinji Hirako - Death Waltz],5.0927,1984,2.7752,1.0130
999714 | Our Faith [Arcwin's Infinite],5.0926,1361,3.2931,1.0099
2933387 | Scrap Syndrome (Cut Ver.) [Vortex-'s Fatal],5.0923,1542,3.0814,1.0111
2958637 | Viyella's Scream [Touru's MASTER],5.0920,1929,3.5084,1.0770
"3162103 | E? Aa, sou. [PaiLNfull]",5.0919,1784,3.5898,1.0150
3135910 | one of none [observer],5.0904,1510,3.1568,1.0295
3884668 | fly a rocket to the center of your heart [outer space],5.0903,1615,3.1323,1.0648
1682780 | HiT! HiT! HiT! (Cranky vs. HiTECH NINJA) [EXTRA!],5.0902,1895,2.9448,0.9817
2181034 | R.I.P. [4K Another],5.0899,1531,3.5060,1.0406
4364545 | Red Liberation (TV Size) [Intertwined Fate],5.0896,1138,3.3716,0.9804
1967430 | Journey [Last Adventure],5.0893,1704,3.6671,1.0976
2711124 | Gekka - Midare Botan [Sakihokoru],5.0882,3695,3.2602,1.1330
2763841 | 4172756869 (isagen remix) (Cut Ver.) [elekton's 4k dagbg],5.0876,1512,3.3627,1.0498
659110 | Black Emperor [EXHAUST Lv.15],5.0875,1534,3.6840,1.0618
3173289 | Rhythm of Love [Cadence 1.55x],5.0872,2212,2.8496,1.0358
877470 | semantic compositions on death and its meaning [memento mori],5.0871,7455,3.5160,1.0639
3948287 | Wildfire [Expert],5.0868,3103,3.3251,1.0712
937996 | Wh1teh Pack #1 [Nemona - LUSTCORE 2],5.0868,1732,3.2913,1.1717
2125708 | Ringing Bloom [Bouquet for Friends],5.0866,4330,3.3323,1.0416
4374753 | davay rasskazhem (ily Frenchcore Remix) (Sped Up Ver.) [d-_-b],5.0866,1986,2.4910,0.9756
596641 | Nanahira Collection [Bassdrop Freaks (LN Master)],5.0863,1047,3.9789,1.0081
4708632 | Ryuuseigun ni Aeta Natsu [Scenery],5.0859,2880,3.5021,1.0719
4266315 | Water Lily [Lotus],5.0854,2702,3.4934,1.0067
4317555 | Natsukashiki Touhou no Chi ~ Sic World [Rising Sun of the Past],5.0853,3490,3.2022,1.0251
2079984 | Into The Madness [Lunatic],5.0851,1556,3.0737,1.0167
3521925 | Wonderful Paradise [Insane],5.0849,1830,3.2199,1.0044
603737 | Verse IV [EXHAUST],5.0842,1604,3.3899,1.0755
3470116 | M2U Pack [Dual Fractal // Nabi-'s 4K],5.0837,1190,3.8138,1.0275
3497908 | What's Your Pleasure? [Devotion],5.0837,3316,3.4330,1.1558
4656604 | Oxygen Destroyer [CS' Insane],5.0836,1458,3.3813,1.0094
2154148 | Jingle (Metal Arrange / Cover) [Soultune],5.0832,3345,3.2608,1.0819
2790152 | Concentration 174 [Congregation],5.0832,2226,3.4847,1.0769
4250553 | Linen [Chapter 2: My Desire],5.0832,1679,3.6268,1.0506
753769 | BLUE DRAGON [Insanity],5.0830,1464,3.4443,1.2474
4825063 | Natsu Saki Koi Hanabi (TV Size) [CS' Insane],5.0828,1044,3.5962,1.0245
3833764 | Hikari Sasu Mio no Yuzuriha [HEAVENLY],5.0827,1434,3.3821,1.0482
4082787 | Lapis [Black Another obj. FLeVI],5.0821,1584,3.2930,0.9972
756880 | SUPER EUROBEAT FOR RUNNING SELECTIONS [[JS & JACK] HOTBLADE - POWER TWO],5.0820,3187,3.1134,1.0751
1038482 | Reminiscing [Memories],5.0819,3827,3.4853,1.1049
3593304 | LA LYRA [//// \ - / \\\\],5.0819,3468,3.4680,0.9683
2356493 | Einherjar Joker [Future],5.0818,1862,3.2659,1.0507
1159280 | Jumpstream Of Fighters Vol. 2A [JENNY ROM - SENORITA (Speedy Mix) [Blaziken 22]],5.0817,1480,2.3792,0.9383
1393891 | Euclid [Collab],5.0817,1713,4.0776,0.9811
2634707 | Fly Wit Me [Ascension],5.0817,2831,3.7295,1.1489
2369552 | I wanna be a girl [Can LoliNote be cute ? owo ?],5.0812,2417,3.6538,1.0410
1207006 | perthed again (yambabom remix) [Extreme],5.0802,2316,3.5131,1.0373
1214941 | Ange du blanc Pur [I really love Nanahira.],5.0799,2764,3.1627,1.0396
3904211 | first death (TV Size) [Gunfire],5.0799,1133,3.4116,0.9830
2061252 | life flashes before weeb eyes [recollection],5.0797,1989,3.7470,1.1438
2460193 | Tempestissimo [Ichi's Future | Onslaught],5.0797,1695,3.4845,1.1515
2721471 | Star of the COME ON!! [Insane],5.0795,2063,3.1757,1.0680
1159275 | Jumpstream Of Fighters Vol. 2A [Srav3R - Kamuy (DJ Noriken Remix) [Leo137 23]],5.0788,2297,3.1011,1.0298
4077266 | Sakura Drive [Sakura],5.0781,2936,3.5997,0.9914
1175286 | Reason of being [The Saviors of Time / CS' Another],5.0779,1377,3.4464,1.0582
2864883 | Cait Sith [4K // ='w'=],5.0778,2553,3.5479,1.0650
3846099 | Guilty Hostage [Black Fate],5.0778,1480,3.6012,1.0388
4185086 | Housoushitsu [FM / Insane],5.0772,2031,3.7403,0.9765
4262159 | remembrance; image of him before departure [insane],5.0772,1618,4.1135,0.9875
4075172 | Ka [Another],5.0769,1663,3.8790,1.0603
2598323 | Redshift [Extended Mix] [Universe],5.0768,3237,3.6816,1.0947
1699724 | Stasis [CS' Endless Horizon],5.0752,1791,3.4025,1.0542
2819895 | Deathmask Divine [April & Tim's Necromance],5.0747,3118,3.2450,1.0405
4268614 | Shukufuku no Shikisai wa Omoi Musubu Kimitachi made [hyahya's EXHAUST],5.0746,1533,3.6413,1.1109
2428044 | najimi breakers [Insane],5.0745,1599,2.7941,0.9751
964134 | Biquette [Omelette],5.0744,1953,4.0843,1.1567
2004310 | VIVID DEBUT! [VIVID],5.0736,1737,3.1854,1.0228
2512647 | Here I Go Again [where u going though],5.0735,2488,2.7395,0.9782
"3965313 | DAW WARS (Eurobeat Remix) [Going crazy now, going crazy now.]",5.0724,2517,3.7513,1.0721
3513282 | Op.I <fear-TITAN-> [Ichi's MASTER],5.0722,1870,3.5672,1.0429
4535924 | Credens justitiam (Extended Edit) [eZmmR x Pyra's Insane],5.0720,1906,3.0245,0.9492
3333164 | Unidentified Frequency Op.3 (Type-Triangle) [IncoheSiVe],5.0718,2141,3.3330,1.0883
3530485 | HUGE W [Greatest W of All Time],5.0713,3213,3.3338,1.0619
3648807 | Electromagnetic Stealth Girl Born In Philadelphia [Disappeared In The Void Of Nihilism. // AlexHya's Insane],5.0713,3891,3.5788,1.0562
421064 | AiAe [SC],5.0712,3254,2.9862,1.0320
1480693 | Isuzu no TRACK (speed up ver.) [Light Cruisers],5.0710,3632,3.6705,1.0760
4720308 | Lakeside [Admirability],5.0707,2167,3.5015,1.0055
2353484 | Sugar Loli [x1.0],5.0693,2350,3.1439,1.0361
3623630 | Ska-sh All Neurons!! [Akasha's Another],5.0688,1605,3.7047,1.0448
2450773 | Satisfiction (Massive New Krew Remix) [Satisfied],5.0685,3063,3.1354,1.0640
4872723 | daddy can change [insane],5.0683,882,3.0246,1.0005
2827074 | XIII Charlotte [Crimson Lily of Solace],5.0662,1891,3.4483,1.1651
1705685 | Flower Dance [Inflorescence [1.1x]],5.0655,2960,2.8184,1.0524
1282858 | Her Majesty [Another],5.0650,1991,2.6050,1.0380
1845376 | Final Letter [MAXIMUM],5.0650,1554,3.5251,1.0959
2732397 | Der Wald [Verloren],5.0649,811,3.6131,0.9794
"579715 | Chinese Restaurant [Insanity ""Noodles""]",5.0645,1258,3.6929,1.0537
351952 | Bangin' Burst [victorica's Extra Lv.15],5.0643,1439,3.4539,1.2027
4536727 | The Bird's Midair Heatstroke (Cut Ver.) [Challenge 1.1x (138bpm)],5.0638,1267,3.7023,1.1613
792248 | PUPA [4K Hyper],5.0636,1542,3.3983,1.1217
4143697 | Digibuprofen [Flappy's Insane],5.0635,2030,3.8587,1.0366
3529625 | Strange Inventor [Apparatus],5.0633,1498,4.0013,1.1986
3809607 | Yuushou [Japanese W],5.0624,3009,2.8686,1.0170
3904972 | drive real fast (on fire) (Extended Edit) [(tires on fire)],5.0613,1234,2.9575,1.0161
2995848 | Noel [Special],5.0604,1477,3.8763,1.1018
3593330 | SUPER * HARAGURO * POP [Murumoo's Magical Dream],5.0603,1848,3.2246,1.0015
4082468 | Sakazuki [Ppass' MAXIMUM],5.0599,1599,3.2210,1.0352
4715075 | Akariakariakariakariakariakariakariakari \Akkari~n/ [AKARI!],5.0589,811,2.8248,0.9810
4325295 | Moonlightspeed [Waxing Crescent],5.0588,1849,3.5872,1.0010
3591051 | Red Criminal [Scarlet Eternity],5.0587,3716,3.2875,1.0684
3968778 | You are the Miserable (Laur Remix) [Disconsolate],5.0587,3240,3.6731,1.0688
1138702 | Megalara Garuda [Spy],5.0584,1497,3.4309,1.0760
3086978 | Break [Smash 0.8x],5.0584,1973,2.6500,1.0112
1163515 | All I wanna do is touch your power points [Touched],5.0573,1623,3.1647,1.0574
4454775 | VIVIDVELOCITY [Extra],5.0571,1715,3.2467,1.0432
4270232 | Triumphal Return [4K Extra],5.0570,2129,3.0502,1.0143
784842 | Ops:Code-Rapture- [Pira's GRAVITY],5.0569,1516,3.2098,1.0555
4634390 | N.O. [Black Another],5.0567,1946,3.0323,1.0268
1940608 | Newspapers for Magicians [Grimoire for Spells],5.0558,2823,3.8651,1.0811
0 | cold weather [ilybb 1.1x (171bpm)],5.0542,1496,3.7948,1.0980
4380884 | Himitsu no Toilette -Midnight Lab Remix- [a symphony of sensuality and intrigue],5.0540,2096,3.8516,1.0219
4638160 | Surge Of Energy [Ainer's Extra],5.0533,855,3.7197,0.9653
1561270 | A Lasting Promise [EXHAUST],5.0531,1318,3.5109,1.1117
2524851 | Six trillion years and overnight story [Ultimate],5.0526,1174,3.3815,1.0478
4288782 | Guitar to Kodoku to Aoi Hoshi [Hear me! // Insane],5.0519,2972,2.9891,1.0048
4401169 | Sage [EXPERT],5.0519,1693,3.6460,1.0194
3156248 | Tenshi Kourin [Empyrean],5.0516,1920,3.1826,1.0475
3855275 | Save Me [Trapped in a Vile World],5.0515,6838,3.7066,1.1042
3977760 | Caramelo da desgraca [Extra],5.0509,916,3.2332,1.1220
1215686 | Mikasa [puxtu's MX],5.0507,1655,3.3842,1.1585
4163446 | THE EARTH [Aphelion | kot vs. Polarin's Extra],5.0506,1687,3.4246,1.0258
1850932 | Chronomia [Another],5.0499,1751,3.1409,1.0557
3885490 | Chat perdu [Neuf vies],5.0499,1206,3.9603,0.9947
3248341 | Gambling (TV Size) [Tsukuyomi],5.0495,1252,3.3816,1.0282
3825324 | piano x forte [Concerto],5.0493,2318,3.3530,0.9635
2731182 | Back! to the Future (Cut Ver.) [Jack! to the  Future],5.0485,2050,2.7190,1.0440
1088936 | FIRST [MX],5.0479,1290,3.9422,0.9888
3217260 | Hatsune Miku no Shoushitsu [Hydria's SC],5.0478,3571,3.4096,1.0384
4258497 | Orthoplexed [Insane],5.0478,1982,3.3162,1.0208
2229754 | For You the Bellz Toll [Jingle Bellz!!],5.0473,1735,3.3482,1.0541
3228378 | ROAD to 773H [GIGA],5.0462,1712,3.1681,1.1253
1042788 | Wakusei*Lollipop [Rinzler's Lolis],5.0458,1503,3.3047,1.0941
2419040 | SUMMER [Ichigo],5.0456,2976,3.3432,1.0277
4151962 | marple_arm [insane],5.0451,656,2.9458,0.9824
2157779 | You're Beautiful [High Fashion],5.0444,3714,3.4046,1.0506
2838057 | SAtAN [FAMoss' EXHAUST],5.0441,1432,3.0109,1.1022
3928900 | KillerToy [Wind Up],5.0427,3116,3.6541,1.1224
2944388 | Cry [Extra],5.0420,1692,3.4981,1.1459
3543458 | ricky bobby [glitterpop 1.15x (276bpm)],5.0411,1459,3.4053,1.0655
3296128 | Labyrinth in Kowloon: Walled World [Infinity Maze Circle],5.0397,2965,3.6505,1.0667
4527729 | just dance is now on xbox game pass (feat. jayceko) [extra],5.0397,739,2.8350,1.0076
3222890 | Cyberpunk [Cyberspace [1.1x Rate]],5.0395,2332,2.9549,1.0486
2118952 | 19ZZ [chi],5.0386,1569,4.0124,1.0855
1128957 | We're so Happy (P*Light Remix) IIDX ver. [Apple & MEGA's Black Another],5.0385,1426,3.4875,1.1697
2592888 | Destiny [EXHAUST],5.0384,1482,3.5696,1.2118
4394513 | Anti the EuphoriaHOLiC (Cut Ver.) [Extra],5.0384,1487,3.4289,1.0191
672779 | KAC 2012 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX- [victorica's INFINITE Lv.15],5.0383,1864,3.3205,1.0948
2665660 | SELF DESTRUCT [boom],5.0374,2280,4.0058,1.1136
563160 | Yolomania Vol. 3A [DJ Noriken - Elektrick U-Phoria [IcyWorld] 15],5.0370,1903,2.6656,1.0027
669917 | ApolloN [LeiN-'s 4K Insane],5.0369,1560,3.0815,1.0274
4489268 | Suki ga Levechi (TV Size) [CS' Lv 99],5.0365,1042,3.6239,0.9886
412641 | Rubik's Cube [Rubik's Cube],5.0363,2756,2.9978,1.0226
1159269 | Jumpstream Of Fighters Vol. 2A [BlackY - BLASTBURN [Leo137 23]],5.0358,2446,2.8358,1.0150
4657696 | Cat Loving (kageminori bootleg) [Extra],5.0358,1485,2.6580,1.0132
4492214 | War in the Mirrorworld [GIGA Lv.14],5.0357,1542,3.2666,0.9976
3912455 | Heroine wa Heikin Ika. (Cut Ver.) [Ere the Flowers Bloom],5.0354,1411,3.1329,1.0556
"3894114 | Chu, Tayousei. (TV Size) [The Taste of a Kiss]",5.0351,1075,3.5426,0.9604
4218163 | NEW MAGIC WAND [WE CAN FINALLY BE TOGETHER],5.0350,2496,3.5999,1.0611
1873514 | Shang A Lang (kamome sano Remix) [Brilliance // 4K],5.0349,3891,3.6546,1.0345
1168656 | HEAVENLY SMILE [MAXIMUM],5.0346,1572,3.2086,1.0523
"3903979 | Guitar to Kodoku to Aoi Hoshi [Here, I am Singing.]",5.0342,2588,3.5889,1.0297
2433646 | Nest [Yolk 1.3],5.0336,1420,3.1808,1.0439
3656244 | Infinite Potentiality (Cut Ver.) [Eternity],5.0327,3325,2.8052,0.9748
"4262855 | a perfect triangle, rising sun human [and this precious smile of hers]",5.0319,2162,3.0011,0.9991
583855 | Boulafacet [SC],5.0315,1339,3.5882,1.0686
1159128 | Jumpstream Of Fighters Vol. 2B [satori de pon! - swiftwinter & Leo137's Medium 24],5.0314,2061,3.0855,1.1520
2177469 | Mirrorwall [LNpai's MAXIMUM],5.0313,1584,3.4048,1.0183
"694152 | Electric ""Sister"" Bitch [Rido's INFINITE Lv.16]",5.0307,1374,3.4212,1.0575
3098398 | Circulator [Insane],5.0306,1382,3.3437,1.1089
3595522 | SUPER SEX DELIVERY 2 - ENTER THE CUM ZONE [YOUR CUM WON'T LAST],5.0301,5021,3.4354,1.0155
4612775 | Symphony Magica [Symphony],5.0298,2763,3.6814,1.0425
1242932 | Virtual Paradise (Cut Ver.) [Sworn Secrecy; Fabricated Fascination],5.0292,1003,3.4246,0.9766
439141 | Sakura Mirage [S.Star x Spy's EXHAUST Lv.15],5.0292,1422,3.0657,1.0595
2134686 | In Black & White [Allegro],5.0283,2504,3.7862,1.1759
4055755 | Cat Loving (kageminori bootleg) [4K // keksik's Meow :3],5.0278,1267,2.9121,1.0747
2675342 | Cyberia lyr3 [Scalpels [1.2x Rate]],5.0275,2297,3.0063,1.0190
3577055 | Bikkurisasetara Okoru yo! [03:00 AM],5.0275,2902,3.5392,1.0272
600283 | Nanahira Collection [Energy * Drin-ko Fein-chan!],5.0274,2987,3.5081,1.1222
3508985 | #SpeedyCats [#Aruel's EXHAUST],5.0270,1605,3.4843,1.0311
4568147 | Shouted Serenade (TV Size) [Symphony of Dreams],5.0262,1169,3.3808,1.0434
3682712 | Intuition [Insane],5.0260,1838,3.3914,0.9966
4698694 | Ruma [WAO!!],5.0253,2278,3.6071,0.9635
"3853445 | zeke didn't ""invent dariacore"", i did [this will ruin our friendship]",5.0244,1613,3.2281,1.0516
4609679 | Navsegda (Sped Up Ver.) [Super],5.0238,1607,2.7958,0.9694
1403911 | The Mastermind [Brainstorm],5.0235,1919,3.0191,1.0812
4271459 | Killer neuron [Submerge],5.0229,1978,4.0861,1.1132
