Beatmap,SR
4222185 | Ao To Natsu [Our Blue Has Begun],6.2989
3466516 | JAPANESE SOUL BROTHERS (Cut & Live Ver.) [35th Anniversary | Part 2],6.2977
1449017 | ENDYMION [Extreme],6.2974
4351046 | Vestige [EverLasting],6.2971
4746402 | Flying Castle (Extended Mix) [Chaos Breaker],6.2967
4588168 | CLIMAX [BUSTED],6.2949
4152216 | QZKago Requiem [NYARMAGEDDON],6.2939
3995196 | Weenywalker [Predetermination],6.2927
1458226 | Finixe [Hard],6.2926
1443378 | Goodbye [Determination],6.2924
4284920 | Upload Your Mind :: Download My Soul [Multidimensional],6.2919
2247598 | Colorful (Cut Ver.) [Coloured [135] [x1.4]],6.2916
3708644 | Aishite Aishite Aishite [A i s h i t e .],6.2911
3261962 | arpia97's Vibro Anthology [Shinzou wo Sasageyo!],6.2904
1777425 | Wallspin [Wonderround],6.2889
3168853 | Bookmaker [Extreme],6.2879
1624417 | Finixe [Summer],6.2873
3379609 | Yatsume Ana [<!>],6.2867
4639470 | Gold River [Imprinting],6.2866
1783616 | Contain [Genesis],6.2863
4213922 | Cranberry City feat. Luschel [Extra],6.2861
4115385 | Odin [GOD],6.2852
222593 | The Battle of Lil' Slugger (Ch 1 Boss Extended Cut) (250bpm) [Insane],6.2851
4650636 | Daisan Kuuchuu Jikken [Levitation],6.2850
2103857 | Vocaloid Chordjack Pack Vol. 1 [Blue Star feat. Hatsune Miku ([Crz]Rachel)],6.2831
3587731 | Haunted (dive to the heart remix) [Extra],6.2824
3957466 | Water Elemental [Stage 3: Stormbound],6.2809
3672142 | GHOUL [Spiritual Disaster 1.2x],6.2805
4607926 | Vibrant [beyond geometric nightfall],6.2805
"3479767 | NIGHTMARE CITY [""2022 Remake: N.I.G.H.T.M.A.R.E.""]",6.2804
4044412 | Nibelungen [V1do's Leggendaria],6.2785
4543995 | Vocaloid Chordjack Pack Vol. 1 [Far Away ([Crz]Rachel)],6.2775
"3553471 | Dyscontrolled Galaxy (""Apoptosis"" Long ver.) [Collapse]",6.2757
2333831 | ReviveR [VIVID],6.2749
4014360 | Love the Subhuman Self [Iron Maiden],6.2731
1115750 | Voyage 1970 [Hourai Elixir [4K]],6.2728
1360128 | Enigma [Maestro],6.2709
921164 | I [Limbo],6.2690
4317898 | KAMISORI [ERADICATE],6.2685
2281313 | Angel Of Darkness (Nightcore Mix) [Kuroneko 1.3x],6.2684
"4145656 | Diastrophism (""Anamorphism"" Long ver.) [Continental Tectonic Shift]",6.2679
3781997 | Retrospective Arabesque [Symmetric x1.15],6.2671
1001780 | ETERNAL DRAIN [Eternal],6.2667
1872633 | Bison Charge [Ayayaa's Nebula],6.2648
4484076 | Linen [Chapter 3: My Dream],6.2641
2790753 | Zen'on [Distress 1.2x (215bpm)],6.2638
4005126 | M1LLI0N PP [1N73RD1M3N510N4L C0LL4P53],6.2613
4225165 | Abyss of Frobenioid [Aeternitates],6.2606
2417887 | GOTTASADAE [GOTTASADAE],6.2600
2182355 | Holding out for a Hero [H [x1.25]],6.2578
3661463 | Quietus Ray [Calliope],6.2555
756652 | Speed of Link [Luminous],6.2552
2157755 | Vend [Surveillance],6.2549
1480203 | Ice Angel [Marathon x1.3],6.2541
4009277 | Hylotl's LN Collection [SHIKI - Pure Ruby],6.2534
713131 | The Empress scream off ver [Zenx's SHD],6.2533
3454810 | Pacific Girls [IcyWorld 1.1x],6.2524
1203573 | Unlimited Spark! (remake) [Prism],6.2515
3935573 | FREEDOM DiVE [FOUR DiMENSiONS / Ultra],6.2467
"3182046 | rift.exe (Camellia's ""De-compiling"" Remix) [fissure.exe]",6.2463
797527 | Apparition [Duty to God],6.2454
4315261 | SUIKINKUTSU (feat. Uehara Hiromi) [1.2x],6.2451
1044356 | Shiawase Transmission [Act II. Departure],6.2447
4305472 | Nyarlathotep's Dreamland [Dreamscape of Dark Clouds],6.2431
2731179 | Back! to the Future (Cut Ver.) [Jack! to the  Future 1.2x (144bpm)],6.2426
1562401 | Last Resort [Lude's MAXIMUM],6.2403
3692920 | najimi breakers [speed mapping],6.2401
993347 | Morgenglut 2012 [Dawn],6.2395
4376896 | Unmeiron [Extra],6.2384
2588388 | Nacreous Snowmelt [Pearlescence],6.2377
2723400 | Kamah (Scythe) [Set them free],6.2375
3893839 | CICADA3302 [Alternate Reality],6.2375
3172743 | Jack Dumps [supercell feat. Gazelle - Melt 3M Mix(NSV)],6.2338
3172744 | Jack Dumps [supercell feat. Gazelle - Melt 3M Mix],6.2338
2545394 | Alteregoism [Alter Ego],6.2325
3355824 | shadows of cats [destwuction uwu],6.2324
4638068 | #WE_STILL_LOVE_PERFUME [Re: #Stream_Simp],6.2313
4874223 | Angels Crying [here we go again 1.05x],6.2307
2595611 | Dysnomia [Aphasia],6.2302
1051474 | SUPER EUROBEAT FOR RUNNING SELECTIONS [[JS & JACK] CHRISTINE - DANCIN' TOGETHER],6.2297
3625999 | Xb10r [CS' EXCEED],6.2289
1026048 | TAKECORE OF YOURSELF [1.2x],6.2279
2615506 | Ant IDM [The Antbulb (1.3x)],6.2272
3138041 | super anime groove 3d world [Jacky Groove // 1.2x],6.2267
3983100 | MEGANTO METEOR [Once like a meteor],6.2263
4038710 | Mukuroju no Hakamori (Long ver.) [Nibelungen // chy's 4K],6.2261
4372417 | Clover [Toaph's Expert],6.2260
1065834 | Big Brother [Challenge],6.2258
2196134 | DON'T STOP [ALiCE's SHORTER RAVE],6.2241
3188404 | Zia's 4K Stream Training Pack [11Bit // ZxNX vs. HyuN - Nemesis (222BPM Jumpstream)],6.2211
2975880 | Epidermis [Tribalism 1.3x],6.2199
4407838 | B.O.L. [Extra],6.2181
4099367 | silly 300bpm thing [Extra],6.2172
2435718 | Gympie Gympe [GYMP 1.15],6.2171
4490923 | BIKE [I SEE YOU],6.2171
1393331 | DON'T STOP [Ayumu's rave],6.2154
4579643 | Gunshuu o Shinogu ni wa Amarini mo Kaketeiru. Keredo Watashitachi wa... [Nothingness.],6.2154
1357722 | Blinded By Light [army of one],6.2128
2186287 | dropdead [fatality],6.2109
4163797 | Doppelganger (extended ver.) [EINSAMKEIT],6.2108
1244034 | SUPER EUROBEAT FOR RUNNING SELECTIONS VOL. 2 [[JACK] NUMBER ONE - FASTWAY (SPED UP VER.)],6.2097
3426693 | Shoujo A [Quick and hateful cold [1.05x Rate]],6.2097
4078269 | World's end loneliness (full ver.) [Trespassing Sensation],6.2090
4540283 | Rafflesia [Photosynthetic Devastation],6.2076
992512 | Galaxy Collapse [Cataclysmic Hypernova],6.2072
4097315 | Anata ga Satta Shunkan [obscure wanderer],6.2068
4597727 | Quale [Indecifravel],6.2066
1781192 | Vampire Edge [Bloodlust],6.2063
545785 | Nanahira Collection [Energy * Drin-ko Fein-chan! (LN Master)],6.2054
646861 | Katayoku No Tori [10th Twilight],6.2041
1050648 | I Can Fly In The Universe [Schizophrenia 0.9x],6.2036
1055344 | I Can Fly In The Universe [Reality 0.9x],6.2036
3589302 | Space Angel [Silence],6.1999
3182138 | Counter Clockwise Chant Pattern [Timebomb 1.2x (169bpm)],6.1976
3413312 | OWA Raged in Vegas (Fuck Bees) [PLAY FN ON MIRROR ITS SO MUCH EAS 1.15x (267bpm)],6.1954
3813464 | PSYCHO+HEROES [PSYCHO],6.1941
450104 | HAELEQUIN [INF],6.1915
4005063 | Vietnam [I],6.1912
4227535 | ULTRA SYNERGY MATRIX [DANNY'S ULTRA SYNERGY],6.1904
2408898 | Zombie Sunset [Apocalypse [1.2x Rate]],6.1890
1027033 | satori de pon! [4K SC],6.1877
3860112 | Naruto's Ninja Way [DZ's 1000 Years of Pain 1.15x],6.1858
4653633 | Kizan [Unfathomable Incident],6.1853
443034 | LeaF Style Super * Shredder [Fullerene's 4K Shredder],6.1848
4750386 | Igaku [yu!],6.1841
2743107 | Tokyo Ghetto [Medium],6.1822
3520596 | Wonderful Paradise [ULTRA MEGA HAPPY PARTY!!!],6.1801
3528053 | Final-Boss-Chan [Boss Stage: NANAHIRA SHOWDOWN],6.1795
1850934 | Chronomia [Black Another],6.1792
"3742344 | Looking for Edge of Ground [Beyond the Sky and the Ground, I'll Discover the Truth of the World.]",6.1777
4236893 | Jumpstream Of Fighters Vol. 1B [BACO - Love & Justice [Leo137 29]],6.1774
2567923 | VVelcome!! [MAXIMUM],6.1773
1244040 | SUPER EUROBEAT FOR RUNNING SELECTIONS VOL. 2 [[SPEED] HARAJUKU NIGHTS - ALPHATOWN (SPED UP VER.)],6.1747
4266340 | SICK ROCK CRAZY [NOW LET ME SEE YOU DROP IT],6.1737
"3840957 | Exit This Earth's Atomosphere (Camellia's ""PLANETARY//200STEP"" Remix) [)) INTEROSTELLAR ((]",6.1735
3614401 | People People feat. Nanahira [Murumoo's 4K Neko Party!!],6.1726
1649864 | Koakuma no Wakuwaku Dokodoko Yuuenchi [Doki-Doki],6.1719
3454801 | Pacific Girls [Fullerene- 1.15x],6.1691
3558286 | Intuition [Felix's Presentiment],6.1680
3106435 | WE LUV LAMA [NB4 Hard 16 1.2x],6.1678
2417867 | Karma [Gloom x1.1],6.1671
4210811 | Keikan no Senritsu [Thorned Crown],6.1669
1771058 | ANOMALY [x1.05],6.1653
4543049 | N.O. [Selitation's Supernova],6.1635
1863964 | Houkago Stride [Extra],6.1634
3188412 | Zia's 4K Stream Training Pack [katagiri - Katagiri Catch Ball (220BPM Jumpstream)],6.1632
3980252 | White Ceiling [Glide],6.1617
2322547 | The Worst [Terrible 1.4x],6.1608
2827573 | ch3rry [Sar4CORE! [1.05x Rate]],6.1587
3497644 | FELT LN Collection [START],6.1577
2503783 | Battle Against a True Hero [Howling 1.2x (180bpm) [2020]],6.1557
697605 | Blue Zenith [FOUR DIMENSIONS],6.1532
1788657 | Une mage blanche [Priere de guerison x1.3],6.1530
4258022 | Astral Empire [Witness the Fall / Extreme],6.1530
1044354 | Stardust Lullaby [Act VIII. Subsidence],6.1525
4204055 | Kimama na Tenshitachi (kanemiko's stupid bootleg) [stupid angel fell off],6.1516
2814891 | Memoria [MAXIMUM],6.1498
4164246 | ISCHEZAYU (Lieless FRENCHCORE BOOTLEG) [x1.2],6.1492
3135908 | one of none [observer 1.2x (144bpm)],6.1484
3183460 | Q.E. [Insane 1.2x (200bpm)],6.1475
1245015 | iLLness LiLin [jAkAds' MAXIMUM],6.1467
4011953 | Deadly force [COLLAB HEAVENLY],6.1465
4317707 | Desperado Waltz [Skogarmaor 1.1x (189bpm)],6.1462
4545247 | ketamine [tranquil],6.1457
2190205 | Arche [drago vs. mint's apeiron],6.1426
2477445 | Bring Our Ignition Back [suppression],6.1425
2973007 | Tadoru Kimi o Koete [Wanderer 1.05x],6.1414
3185607 | Ko Inu [euphotic],6.1390
2958319 | VANGUARD-1 [voyager 1.3x],6.1388
1216881 | HE4VEN ~Tengoku e Youkoso~ [HEAVENLY],6.1385
4073857 | Chik Habit [Fixed],6.1385
1251229 | Trouble Kuroneko Man'yuuki [Ayumu's Distress 1.1x],6.1383
3682711 | Intuition [_KB's Clairvoyance],6.1375
1778630 | Hanjuuryoku no Machi [Levitation],6.1374
4527735 | just dance is now on xbox game pass (feat. jayceko) [:3],6.1372
4589677 | Tojita Sekai [Eternally],6.1328
2512644 | Here I Go Again [where u going though 1.2x],6.1320
549702 | Katayoku No Tori [9th Twilight],6.1304
2524292 | Fly Me To The Moon (Infinite Climax Mix) (Cut Ver.) [stairway up],6.1302
1181795 | Memoria (Original Mix) [Memories],6.1297
2595777 | osu!mania memories [Nightmare],6.1294
2327936 | We Want To Run [run],6.1287
2578348 | Technical Complexes Vol. 1 [8bit adventurer [Karuta]],6.1282
4732545 | Seiga Itten (Full Ver.) [Heaven],6.1282
3348221 | FAKE PROMISE [Eternity 1.2x (229bpm)],6.1281
3413575 | Cross The Finish Line [feat. Nanahira] [Extra],6.1273
2193278 | GLORY:ROAD [Glorious Victory],6.1257
3777276 | RE:WIND [Precious x1.1],6.1257
2787819 | Scarlet Tempest [Tempest 1.3x (214bpm)],6.1256
1711929 | Phoenix [feat. Kobaryo] [ResurrectioLN 1.05x],6.1255
1052579 | Celestial stinger [Celestial Chicken's GRAVITY],6.1251
665336 | She Is Extraterrestrial Life [Extreme],6.1248
1128678 | Punishment [Retribution],6.1245
4284906 | Baka Mitai (Cut Ver.) [Ska's n no. .],6.1228
2477444 | Bring Our Ignition Back [suppression vip],6.1219
3260216 | Ariabl'eyeS Collection [Senkou no Flare],6.1213
3331566 | Fury [Extreme],6.1203
1233424 | Last Liar Standing [Deceiver],6.1199
823799 | Interstellar Retribution [Disbelief],6.1195
4259295 | APOCALYPSE RAY [EXCEED],6.1193
3718961 | Fukashigi no Karte (K@keru Bootleg Remix) [Sar4CORE! [1.05x Rate]],6.1190
3875945 | A [ex],6.1184
3572590 | Fluctuation [Drago's Oscillation],6.1177
3514861 | Me Tengo Que Ir [onde2],6.1144
2602075 | Tsui no Maihime [Dub's Tera],6.1136
4294671 | Matt Silver [Vermillion],6.1124
3038319 | floating point (Drumcorps Remix) [Shoegazer's Incomputable 1.05x],6.1118
3260221 | My World (Demo) [Valedict's Headspace],6.1106
3478979 | Viyella's Nightmare [Afflict],6.1102
4017120 | Monosugoi Live de Cirno ga Sokohakatonaku Monosugoi Uta [Monosugoi Cirno],6.1096
2471417 | YURUSHITE [YURUSANAI],6.1082
1216877 | Specialist [Maestro],6.1061
3802148 | Shinkou wa Hakanaki Ningen no Tame ni ~ Jehovah's YaHVeH [Star Ritual to Call the Godly Winds],6.1060
3652200 | Itsuka Otona ni Nareru to Ii ne. [MieAyam!!],6.1036
2675344 | Cyberia lyr3 [Scalpels [1.4x Rate]],6.1028
3575492 | Slaughta [chalLeNge x1.05],6.1015
4246911 | Reality Distortion [Unreality Save /co. V1do & Nyasun],6.1015
3473678 | Do It To It (feat. Cherish) [x_x],6.0996
"4416623 | VANITAS [My Lingering Dream Smolders in Fragile, Transient Life]",6.0989
1244037 | SUPER EUROBEAT FOR RUNNING SELECTIONS VOL. 2 [[JS] DANCE DANCE - CHERRY (SPED UP VER.)],6.0982
2875266 | Captain Jack [Captain Jack 1.05x (157cpm)],6.0977
4461702 | Synthesis. [Emulsion.],6.0974
4190792 | Mach space journey [Outer space],6.0973
3029120 | Always TANO*C (Kobaryo's FTN-Remix) [Grimm v2],6.0970
3498609 | Las Avispas [Picadura [130]],6.0967
937990 | Wh1teh Pack #1 [goreshit - loli fantasy],6.0960
3855492 | Worldwide Choppers [Absolute Swag],6.0945
918836 | 10Dollar Dump Dump Revolutions 2 part.3 [u's - Korekara no Someday [10Dollar Presents] 28],6.0920
1920615 | Blue Zenith [#0000FF],6.0917
4226160 | Laureate Grimoire [Resplendent],6.0913
2156736 | Starfall [Planetary Annihilation 0.9x],6.0904
1432566 | Cosmos / The R Machine [Ultimate],6.0903
1082733 | Wh1teh Pack #3 [xi - Glorious Crown],6.0899
1429738 | Jack Dumps [sun3 - Hoshi no Utsuwa ~ STAR OF ANDROMEDA],6.0895
1883009 | Four Leaves [Yotsuba],6.0884
4288493 | Frontier Explorer [8230's Another [1.2x]],6.0881
834329 | Sayonara Planet Wars [GRAVITY],6.0874
4520623 | Campanella [4K Extra],6.0872
3527169 | Fastest Crash [Ludicrous Speed],6.0868
4009280 | Hylotl's LN Collection [Sound piercer feat. DAZBEE - Hanatachi ni Kibou o],6.0864
3756483 | Breakin' Rules [Alice's Probation 1.3x],6.0859
3172737 | Jack Dumps [dj TAKA feat. AiMEE - True Blue],6.0858
"2629870 | Excuse My Rudeness, But Could You Please RIP?<3 (t+pazolite Remix) [Genocide 1.1x (286bpm)]",6.0852
3989134 | Zhuzhzhalka76 [UVB-76],6.0846
3562093 | Justify My Love [Heartbroken 1.05x (147bpm)],6.0837
4211145 | Paradigm Shift (Extended Mix) [Discovery],6.0832
"4377000 | Waking Shadows feat. eili [a Fate Resound, a World Freed from Its Hollow Remnants]",6.0825
1641834 | Dans la mer de son [Toaph's Abyss],6.0809
3821815 | Skrillexore [Call 911!! 1.1x],6.0799
2324668 | Tetsuo's Redemption (Billain Remix) [Revelation],6.0797
4798732 | Void Of Altair [Extra],6.0788
4111548 | astrid [extra],6.0765
2496124 | Cross Fire [HEAVENLY],6.0739
2406277 | Indomitable Spirit [Hommarju Remix] [[L]u[N]atic 1.1x (187bpm)],6.0723
3597580 | Bi (veeeeeeeever) [BIBID],6.0715
3583899 | Yuki Otoko [WORLD'S END],6.0711
4799110 | Wer ist Faust? [Extra],6.0694
"2926727 | Lowermost revolt (""Jeremiad"" Long ver.) [4K // ChocoCoki-'s Insurrection]",6.0692
1251233 | Trouble Kuroneko Man'yuuki [Ayumu's Trouble 1.1x],6.0678
3197091 | L9 [4K Daydream],6.0666
1593245 | Drizzling Sun [Extra],6.0639
937985 | Wh1teh Pack #1 [ATC - Around the World],6.0634
4011267 | Mad Machine [Another | Maxim's Angry],6.0626
894553 | What You've Done (Original Mix) [WHAT YOU'VE DUMP],6.0621
3908694 | Chain of Pain [AlptRiceSZH's Persistent Pain],6.0617
3090616 | unravel [escapist 0.9x (122bpm)],6.0616
2477832 | Arche [Break It Down],6.0596
4618804 | Tsumi to Batsu [Epithym],6.0591
3781996 | Retrospective Arabesque [Symmetric x1.1],6.0579
1393843 | GHOST [x1.0],6.0577
3050667 | Road of Resistance [Revolution],6.0567
4476902 | Bluenation [1.15x],6.0567
3920194 | PAM!!! (Foxsky Version) [WATARU HardStep Flip] [Resa],6.0564
2382493 | Sugar Loli [x1.2],6.0544
4664082 | Balthazar [Lott vs. Ucitysm // King of Arabia],6.0516
2147648 | Pictured as Perfect and Plus [mint's Daze // 4K],6.0514
3041476 | Cyberpunk [Cyberspace [1.3x Rate]],6.0511
3955346 | Myths Orbis [Trapezium Cluster],6.0506
"3688176 | Proluvies (""abyssum oblivionis"" Long ver.) [overflow the abyss]",6.0495
2356494 | Einherjar Joker [Beyond],6.0491
1315053 | Kai Dan [Daitatsujin],6.0471
3497637 | FELT LN Collection [New World],6.0462
681966 | C18H27NO3 [Dark's 4K GRAVITY],6.0461
3648804 | Electromagnetic Stealth Girl Born In Philadelphia [Eldridge Philadelphia Experiment. // hyafissh's Expert],6.0457
3111685 | M-A [IcyWorld's Expert Lv.15 1.1x],6.0454
3702113 | Pentiment [Regret],6.0411
4702143 | Echoes of Memoria [Eclatement of Harmonia],6.0403
2553925 | ametsuchi [petrichor 1.3],6.0401
3616430 | End Time [Every END is a new BEGINNING],6.0397
3123873 | FUTURE DOMINATORS [NB5 Hard 54235],6.0396
1347532 | Precious You* (TV Size) [Top-drawer [11]],6.0392
3076167 | Gunkyouzouteki Soseiriron [Im[4]gination // Penguin's 4K],6.0381
3688886 | Vital Error [Illogical],6.0381
"4016349 | $100 Bills (Camellia's ""215$-Step"" Remix) [ONE MILLION DOLLAH]",6.0379
"2118082 | Tiny Little Adiantum (deadman's ""Omae Wa Mou"" remix) [Omae Wa Mou 1,3x]",6.0378
3172736 | Jack Dumps [dj TAKA feat. AiMEE - True Blue [No LN]],6.0374
4598929 | DX Choyasei! Survival Zundoko Chan [mint's DX Temple Run!],6.0362
4471870 | Natsu O Maboroshi [Summer],6.0355
1393350 | Abyss Of The Darkness (Cut Ver.) [Abyss],6.0346
3807765 | Testify [guden's Beyond],6.0346
2573485 | Yoru ni Kakeru [a lonely night... x1.1],6.0333
1082720 | Wh1teh Pack #3 [234 - Blue-White Crazybits],6.0327
3420428 | sink to the deep sea world [enjoy by the near river instead],6.0306
4190771 | White Peak [Avalanche],6.0301
3102991 | Yozakura [Prayer 1.2x (162bpm)],6.0291
3358944 | volcanic [Challenge x0.8],6.0291
1377705 | little (girl) goodbye.rah [parting [1.1x Rate]],6.0290
1044347 | Interlude [Act I. Sunrise],6.0285
4236892 | Jumpstream Of Fighters Vol. 1B [A Cup 3-kyoudai - I Want You (USAMIMIX) [Leo137 27]],6.0265
944128 | crystallized [__listen.\],6.0265
944129 | crystallized [listen],6.0265
"1044353 | ALL MY TURN -Kono Turn ni, Ore no Subete o Kakeru- [Act V. Resolve]",6.0257
4378709 | EXXTRA JUDGEMENT [RETRIBUXXION],6.0248
4053710 | 176 - ikazuchi_B [Ute!],6.0244
1378517 | Unorthodox Red [4K ExRed],6.0243
3977075 | Fly Like You [Long Version] [Until the day my wish comes true],6.0242
3992756 | Grievous Lady -nothing is but what is not- [Nihility],6.0236
3441183 | Haunted (dive to the heart remix) [Black Another],6.0225
1865414 | Absolute Domination [MAXIMUM],6.0224
3006022 | Traveler ~stand aloof~ [Distances [1.2x]],6.0220
429548 | M.A.M.A. [ExTra],6.0216
3665477 | Run*2 Run To You!! [Run while you can!!],6.0214
4177137 | Endless Adventure [The Sky],6.0187
4196638 | Event Hor!zon [InterStellar],6.0181
"1371707 | Feelin Sky (Camellia's ""200step"" Self-remix) [Beyond]",6.0167
4060532 | Valkyrius:0 [Extra],6.0165
3672139 | GHOUL [Spiritual Disaster 1.15x],6.0162
"545784 | Nanahira Collection [Conveyor Sokudo Max!? Shinin' * Kaiten-zushi ""Sushi & Peace"" (LN Master)]",6.0162
765043 | SUPER EUROBEAT FOR RUNNING SELECTIONS [[JS & JACK] DOMINO & SCREAM TEAM - BOOM BOOM SCREAM],6.0155
4009270 | Hylotl's LN Collection [Hana - Sakura no Uta],6.0147
1913572 | Akari ga Yatte Kita Zo (Cut Ver.) [notice me],6.0145
4021548 | 414 PER SPEED (Game Ver.) [Supreme],6.0144
3497640 | FELT LN Collection [Puppet in the Dark (Part II  Buried Away)],6.0123
718163 | Blue Zenith [Zen's Black Another],6.0120
1440557 | Chirality [Kheiral point],6.0114
1932874 | EmbryO [MAXIMUM],6.0089
"1801863 | Dance, Dance (Cut Ver.) [Misery]",6.0080
2182354 | Holding out for a Hero [H [x1.2]],6.0076
4319947 | Triumphal Return [4K Extreme],6.0066
3605484 | MeTear'n TruX [guden's L'ythlinn],6.0057
4050365 | Akari ga Yattekita zo (android52 Edit) [Are you ready? ^^],6.0053
714878 | dreamless wanderer [Ethereal Shift],6.0052
2494676 | Verflucht [Prophecy (234bpm)],6.0050
3172739 | Jack Dumps [sakuzyo - AXION],6.0048
"3200765 | NIGHTMARE CITY [""FINAL JUDGMENT""]",6.0035
3806823 | nachmancore [konatacore],6.0026
"3200766 | NIGHTMARE CITY [""SV JUDGMENT""]",6.0025
4409471 | Kurenai [Crying in deep red],6.0025
4345081 | Cortex Charger [guden's Expert],6.0022
4706130 | Field : Kaerezu no Chi [Edge of Our Journey],6.0002
1289071 | Ange du blanc Pur [I really love Nanahira. x1.2],5.9989
1131026 | chaosmaid [ShuChan!!],5.9980
1361937 | FUBUKI [Hard],5.9979
3188410 | Zia's 4K Stream Training Pack [Getty vs. DJ DiA - Fox4 -Raize- (200BPM Jumpstream & Handstream)],5.9972
1159136 | Jumpstream Of Fighters Vol. 2B [MA.DA.KA.NA. MAKAIWARS - 10Dollar & Leo137's Hard 27],5.9968
3644356 | 9mm [Challenge x1.1],5.9960
4389545 | LIGHT LEFT BEHIND [EXTRA],5.9951
3544126 | Tanaka [Katana],5.9942
2367693 | finorza [AlexHya // Iridescent Era],5.9940
2425835 | finorza [Tr4g1c H3ro1n3],5.9927
"2926741 | Lowermost revolt (""Jeremiad"" Long ver.) [4K // Rebellion]",5.9918
560744 | Yolomania Vol. 3A [ETIA. vs MMSequence - DISCHARGE RUSH [10Dollar] 18],5.9912
888776 | Palette GAMMA [Gratitude],5.9899
3724337 | re:||BIRTH [Resurrection],5.9897
3468306 | FIN4LE ~Shuushisen no Kanata e~ [HEAVENLY],5.9896
3117229 | Daisycutter [Firestorm x1.2],5.9879
2700256 | The Fool [Tyrant],5.9860
3770096 | Rude Buster (Camellia Remix) [BestFriends],5.9818
3111691 | M-A [IcyWorld's Hard Lv.14 1.2x],5.9816
545786 | Nanahira Collection [Mathematics MA+MA = Magic! (LN Master)],5.9793
4044228 | flying in the flow of deep-sea [In search of the light of the deep sea],5.9786
2311409 | Contrapasso -inferno- [WORLD'S END],5.9785
"4018338 | escape (the looking-glass, and what alice found there) [Gospel]",5.9777
2879634 | think abt it w/ ppgcasper [_o_ [1.1x Rate]],5.9769
4390695 | 757 (dive to the heart remix) [extra],5.9765
3153076 | super anime groove 3d world [Jacky Groove // 1.15x],5.9757
3783811 | PEACE BREAKER (Cut Ver.) [EXTREME],5.9757
1566116 | Can You Feel My Heart (Cut Ver.) [Anguish 0.85x (109bpm)],5.9756
3917286 | Deep Down (Sped Up Ver.) [You & I (0.8x)],5.9753
603255 | Pacific Girls [IcyWorld 1.05x],5.9737
939950 | Wh1teh Pack #1 [DM Ashura - memeMAX],5.9735
2460194 | Tempestissimo [CS' Finale | Divine Decimation on High],5.9727
1055359 | Kumo No Kireme [feat. kourin.] [SHD],5.9716
1311355 | Fortuna Redux [Dream],5.9711
4196333 | DESPERATE DEATHPARADE [EXTREME],5.9707
3093960 | SAtAN [HEAVENLY],5.9703
2721473 | Star of the COME ON!! [Supernova],5.9699
2371511 | Candy [Fancy x1.3],5.9691
3497638 | FELT LN Collection [OUR SHIP],5.9672
1889459 | Reverse World [Extra: Inverse],5.9658
760461 | Aragami [snover's 4K Ultima],5.9658
2333974 | ReviveR [Wonki's MAXIMUM],5.9651
"4766468 | 1,000,000 TIMES [Unmei x1.1]",5.9645
1902611 | Adcar [Challenge],5.9625
1489607 | The Limit Does Not Exist [Extra],5.9601
1698594 | Perfect Neglect [Negligence],5.9590
3361326 | Ariabl'eyeS Collection [Rin 1.1x],5.9587
2794755 | Embraced by the Flame [Ifrit],5.9568
3739990 | World's end loneliness [Twilight of the world],5.9562
2349916 | #be_fortunate [#be_nerfed],5.9559
1562345 | KLASSIKER EINHEIT [Challenge 1.1x],5.9535
3911686 | Kawaikute Gomen [>3< [1.2x Rate]],5.9508
2226082 | Nacreous Snowmelt [once upon a time],5.9496
4626130 | artefatto vita [eternal],5.9495
2416038 | Victorious Journey [drago vs. rave's odyssey],5.9491
4236901 | Jumpstream Of Fighters Vol. 1B [ZUN Remixed by rider - Glantz (x1.1) [Leo137 26]],5.9484
3021013 | Phoenix [feat. Kobaryo] [ResurrectioLN],5.9481
"1403598 | ONIGIRI FREEWAY [Salmon Onigiri ""SHD""]",5.9475
3875444 | NekovhParavh [Blessings of The Eschaton],5.9475
4852321 | Gi -lirile- [Legends Never Die],5.9474
3182135 | Counter Clockwise Chant Pattern [Timebomb 1.15x (162bpm)],5.9463
1734274 | Cyber Inductance (Speed Up Ver.) [NB4 1.1x],5.9448
4561165 | Seiga Itten (Ponchi Remix) [Starry Sky],5.9427
3227929 | POLKAMANIA [EXTRAMANIA],5.9426
1549499 | RE:UNION -Duo Blade Against- [RE:DIVIDE],5.9423
2645125 | Croque Monsieur A Disneyland [You should come with me to the end of the world],5.9414
4064139 | parrying a rapid-fire combo (it's very hard i have to time it perfectly) [combo breaker],5.9413
3413313 | OWA Raged in Vegas (Fuck Bees) [PLAY FN ON MIRROR ITS SO MUCH EAS 1.1x (255bpm)],5.9397
3454802 | Pacific Girls [Fullerene- 1.1x],5.9394
"4208924 | Senbonzakura (Camellia's ""KAIKASENGEN"" Remix) [Uncut Version] [Oriental Cherry]",5.9385
789784 | Blastix Riotz [Jinjin's INFINITE],5.9381
3641353 | KINGWORLD [Achsan's Supreme],5.9377
2480050 | Who's That Boy [hear me blingo on my guitarra at a moderate speed],5.9372
3501696 | Op.I <fear-TITAN-> [TITANIA],5.9364
4681207 | sub/zerO [Absolute Zero],5.9337
4874218 | Angels Crying [here we go again],5.9330
1354956 | Endurance/Accuracy Training [Chords] [[254bpm] XY&Z],5.9326
4836428 | Abyss of Frobenioid [Deep Sea],5.9297
1441119 | Highscore [Achievement! [x1.1]],5.9268
4627586 | Slaughta [Onslaught],5.9267
